Index,Tweet,Tanggal,Jumlah Retweet,Username,User ID,Name,Location,User Desc
83,Menteri Kesehatan (Menkes) Budi Gunadi Sadikin mengakui cakupan vaksinasi C19 &amp; @KemenkesRI tuk kelompok lanjut usi… https://t.co/5PX8eAg1SY,2021-04-03 02:24:10,27,tolakbigotnkri,1095278812181389312,#TolakPembodohan,,Saya Influencer Jokowi
84,@Givetrust2other @dokyong_ @jokowi @BudiGSadikin @mohmahfudmd @noriyu_md @oprimadi @pramonoanung @KemensetnegRI… https://t.co/nPOCwIfhGx,2021-04-03 01:49:53,1,AikHoki,1369573838007062535,aik #HOKI,,use ur helmet
85,"Msh kepingin sekolah tatap muka??mbok benr"" di pertimbangkan jgn smp ada penyesalan deh,tunggu smp di vaksin… https://t.co/wwxjGbUAss",2021-04-03 01:34:45,1,Sugit38368578,1265821766531739648,Sugit Hutahayan,,"Nothing special about me,just an ordinary man & love my family so much especially my only one wife ❤❤"
86,Tolong d bantu pak.relawan covid d RSUD Cengkareng.Mereka Dari thn 2020 sampai bln April 2021 mereka belum menerima… https://t.co/6JLGH69tag,2021-04-03 00:41:23,1,wendi_bang,1313029485147512832,Bang Wendi,,
87,4 atau 5 bulan gaji insentif covid tenaga relawan belum d bayarkan d tahun 2020.sampai sekarang aja d bulan April 2… https://t.co/ufNNXfnTsM,2021-04-03 00:37:17,1,wendi_bang,1313029485147512832,Bang Wendi,,
88,"Assalamu'alaikum 
Pak. Adik saya bekerja sebagai perawat relawan di rsud cengkareng sampai sekarang belum Terima ga… https://t.co/CwiNqGffOK",2021-04-03 00:35:01,1,wendi_bang,1313029485147512832,Bang Wendi,,
89,Bio Farma Tambah Fasilitas Produksi Vaksin Covid-19 untuk Percepatan Program Vaksinasi https://t.co/WPntJG141K… https://t.co/VynFrkPrIw,2021-04-03 00:27:34,0,KoranBUMN,811897280563290112,Koran BUMN,"DKI Jakarta, Indonesia","BUMN sebagai Agent of Development yang besar, kuat dan lincah
koranbumn@gmail.com"
90,"@hariankompas Ini hrs jd perhatian pemerintah. Bnyak beredar di pasaran spt Masker, Hand Sanitizer, Sabun Cuci Tang… https://t.co/lEPQW3LgTk",2021-04-02 23:51:56,0,IntanKarmila14,1327645776181219328,CintaNKRI #BravoTNI&POLRI#,,"Jaga NKRI, Pancasila dan Kebinekaan. I am a Moslem who really loves my country. I love peace and friendship."
91,"Menkes Budi Gunadi Sadikin membuka peluang untuk melakukan penyuntikan vaksin Covid-19 terhadap anak muda, dengan s… https://t.co/UI2xgxp7El",2021-04-02 21:00:21,20,triwul82,2695463725,kiv z#FNI,lokalisasi kelas teri,"Ìs demum miser est, cuius nobilitas miserias nobiitat.

Lucius Accius, Telephus"
92,"Sobat Jatim,  berikut ini peta sebaran COVID-19 di Jawa Timur s.d. 2 April  2021.   
@KhofifahIP @EmilDardak… https://t.co/pVbmMMhafY",2021-04-02 20:39:41,5,JatimPemprov,771337601269714944,Pemprov Jawa Timur,"Jawa Timur, Indonesia",Akun Resmi Pemerintah Provinsi Jawa Timur timmedsos@jatimprov.go.id
93,"@KemenkesRI Kapan ya prosentase kesembuhan jauh meninggalkan positif covid-19 dalam setiap harinya ?
@jokowi 
@KemenkesRI",2021-04-02 15:48:42,1,ariflukman2268,712487546824081408,Masyumi ? ya PBB,"Jakarta, Indonesia",#PBBGaul
94,GeNose C19 hanya dapat ijin edar sementara setahun oleh Dirjen Kefarmasian &amp; Alat Kesehatan @KemenkesRI. Bukan ijin… https://t.co/XHncGXKzxA,2021-04-02 15:45:31,55,drpriono1,1297362611026059269,Juru Wabah,Indonesia,"Juru Wabah. Dahulu @drpriono, Pandu Riono. PhD (Epidemiology)-UCLA; MPH(Biostatistics) Univ. of Pittsburgh; Dr (FKUI). Bekerja di FKMUI"
95,@KemenkesRI selamat malam Kemenkes. Saya mau tanya terapi / obat apa saja yang tidak di tanggung Kemenkes dalam per… https://t.co/uxdFBExxlK,2021-04-02 14:52:52,0,Fox_of_Phoenix,298392799,Bonifasius Fajar,"Malang, Jawa Timur","Indonesia itu beragam, bukan seragam"
96,"COVID-19 adl penyebab kematian tertinggi ke-3 di Amerika pd tahun 2020. (Sumber: CDC via Statista, 1/4/2021). 

Not… https://t.co/od3dVVPWaN",2021-04-02 14:14:00,0,hendratno64,84517951,Hendratno,Jalur KRL dan Bus.,"Penumpang KRL, Penumpang Bus, Pengukur Jalan."
97,"Perkembangan Kasus Covid-19 di Indonesia Berdasarkan Data Pusat Krisis Kesehatan Kemenkes RI, per tanggal 2 April 2… https://t.co/jIqOB5w7QX",2021-04-02 13:35:47,0,ditjenpppl,209506820,Ditjen P2P,Jl. H.R. Rasuna Said Blok X-5 ,"Direktorat Jenderal Pencegahan dan Pengendalian Penyakit, Kementerian Kesehatan Republik Indonesia"
98,Vaksinasi covid 19 d kiara artha park bandung tgl 7 april 2021 valid ngga ya @Bandung_Dinkes @KemenkesRI,2021-04-02 12:54:22,0,chef_agung,210023380,Agung Adrian,Bandung,♡ Allah SWT♡ | ♡ my family | ♡ Culinary | ♡ Cooking  | Economic | white jacket it's my life
99,@Ar1Pangeran @satgascovid19id @KemenkesRI @Kemenag_RI VAKSIN Covid-19 dibuat Orang Kafir di beli Negara untuk Menye… https://t.co/XlxgBx1o6r,2021-04-02 11:27:54,0,sitolin8,816133802783166464,Yakobus Sitolin,,
